bank_seed_id,source_id,measurement_name,family,source,definition_or_description,input_requirements,units,implementation_status,implementation_module,formula_version,validation_status,computational_cost,availability,calculation_policy,temporal_scope,analytical_role,decision_eligibility,objectivity,calibration_state,bank_note
DCL-SEED-0132,E08-IMP-0132,distance_from_low_5,PRICE_RETURN,LEGACY_ENGINE08,"Price, return, gap, or price-location measurement",OHLCV,ratio,IMPLEMENTED,src/indicators.py,0.1,SMOKE_TESTED,LOW_TO_MEDIUM,AVAILABLE_NOW,BASELINE,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,OBJECTIVE_DETERMINISTIC,CALIBRATION_ACTIVE,Keep as a deterministic Data-Intake measurement with governed formula/version and provenance.
DCL-SEED-0133,E08-IMP-0133,new_high_5,PRICE_RETURN,LEGACY_ENGINE08,"Price, return, gap, or price-location measurement",OHLCV,binary,IMPLEMENTED,src/indicators.py,0.1,SMOKE_TESTED,LOW_TO_MEDIUM,AVAILABLE_NOW,BASELINE,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,OBJECTIVE_DETERMINISTIC,CALIBRATION_ACTIVE,Keep as a deterministic Data-Intake measurement with governed formula/version and provenance.
DCL-SEED-0134,E08-IMP-0134,new_low_5,PRICE_RETURN,LEGACY_ENGINE08,"Price, return, gap, or price-location measurement",OHLCV,binary,IMPLEMENTED,src/indicators.py,0.1,SMOKE_TESTED,LOW_TO_MEDIUM,AVAILABLE_NOW,BASELINE,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,OBJECTIVE_DETERMINISTIC,CALIBRATION_ACTIVE,Keep as a deterministic Data-Intake measurement with governed formula/version and provenance.
DCL-SEED-0135,E08-IMP-0135,rolling_high_10,PRICE_RETURN,LEGACY_ENGINE08,"Price, return, gap, or price-location measurement",OHLCV,price_or_price_derived,IMPLEMENTED,src/indicators.py,0.1,SMOKE_TESTED,LOW_TO_MEDIUM,AVAILABLE_NOW,BASELINE,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,OBJECTIVE_DETERMINISTIC,CALIBRATION_ACTIVE,Keep as a deterministic Data-Intake measurement with governed formula/version and provenance.
DCL-SEED-0136,E08-IMP-0136,rolling_low_10,PRICE_RETURN,LEGACY_ENGINE08,"Price, return, gap, or price-location measurement",OHLCV,price_or_price_derived,IMPLEMENTED,src/indicators.py,0.1,SMOKE_TESTED,LOW_TO_MEDIUM,AVAILABLE_NOW,BASELINE,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,OBJECTIVE_DETERMINISTIC,CALIBRATION_ACTIVE,Keep as a deterministic Data-Intake measurement with governed formula/version and provenance.
DCL-SEED-0137,E08-IMP-0137,range_position_10,MARKET_STRUCTURE,LEGACY_ENGINE08,Position relative to rolling market structure,OHLCV,ratio,IMPLEMENTED,src/indicators.py,0.1,SMOKE_TESTED,LOW_TO_MEDIUM,AVAILABLE_NOW,BASELINE,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,OBJECTIVE_DETERMINISTIC,CALIBRATION_ACTIVE,Keep as a deterministic Data-Intake measurement with governed formula/version and provenance.
DCL-SEED-0138,E08-IMP-0138,distance_from_high_10,PRICE_RETURN,LEGACY_ENGINE08,"Price, return, gap, or price-location measurement",OHLCV,ratio,IMPLEMENTED,src/indicators.py,0.1,SMOKE_TESTED,LOW_TO_MEDIUM,AVAILABLE_NOW,BASELINE,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,OBJECTIVE_DETERMINISTIC,CALIBRATION_ACTIVE,Keep as a deterministic Data-Intake measurement with governed formula/version and provenance.
DCL-SEED-0139,E08-IMP-0139,distance_from_low_10,PRICE_RETURN,LEGACY_ENGINE08,"Price, return, gap, or price-location measurement",OHLCV,ratio,IMPLEMENTED,src/indicators.py,0.1,SMOKE_TESTED,LOW_TO_MEDIUM,AVAILABLE_NOW,BASELINE,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,OBJECTIVE_DETERMINISTIC,CALIBRATION_ACTIVE,Keep as a deterministic Data-Intake measurement with governed formula/version and provenance.
DCL-SEED-0140,E08-IMP-0140,new_high_10,PRICE_RETURN,LEGACY_ENGINE08,"Price, return, gap, or price-location measurement",OHLCV,binary,IMPLEMENTED,src/indicators.py,0.1,SMOKE_TESTED,LOW_TO_MEDIUM,AVAILABLE_NOW,BASELINE,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,OBJECTIVE_DETERMINISTIC,CALIBRATION_ACTIVE,Keep as a deterministic Data-Intake measurement with governed formula/version and provenance.
DCL-SEED-0141,E08-IMP-0141,new_low_10,PRICE_RETURN,LEGACY_ENGINE08,"Price, return, gap, or price-location measurement",OHLCV,binary,IMPLEMENTED,src/indicators.py,0.1,SMOKE_TESTED,LOW_TO_MEDIUM,AVAILABLE_NOW,BASELINE,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,OBJECTIVE_DETERMINISTIC,CALIBRATION_ACTIVE,Keep as a deterministic Data-Intake measurement with governed formula/version and provenance.
DCL-SEED-0142,E08-IMP-0142,rolling_high_20,PRICE_RETURN,LEGACY_ENGINE08,"Price, return, gap, or price-location measurement",OHLCV,price_or_price_derived,IMPLEMENTED,src/indicators.py,0.1,SMOKE_TESTED,LOW_TO_MEDIUM,AVAILABLE_NOW,BASELINE,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,OBJECTIVE_DETERMINISTIC,CALIBRATION_ACTIVE,Keep as a deterministic Data-Intake measurement with governed formula/version and provenance.
DCL-SEED-0143,E08-IMP-0143,rolling_low_20,PRICE_RETURN,LEGACY_ENGINE08,"Price, return, gap, or price-location measurement",OHLCV,price_or_price_derived,IMPLEMENTED,src/indicators.py,0.1,SMOKE_TESTED,LOW_TO_MEDIUM,AVAILABLE_NOW,BASELINE,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,OBJECTIVE_DETERMINISTIC,CALIBRATION_ACTIVE,Keep as a deterministic Data-Intake measurement with governed formula/version and provenance.
DCL-SEED-0144,E08-IMP-0144,range_position_20,MARKET_STRUCTURE,LEGACY_ENGINE08,Position relative to rolling market structure,OHLCV,ratio,IMPLEMENTED,src/indicators.py,0.1,SMOKE_TESTED,LOW_TO_MEDIUM,AVAILABLE_NOW,BASELINE,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,OBJECTIVE_DETERMINISTIC,CALIBRATION_ACTIVE,Keep as a deterministic Data-Intake measurement with governed formula/version and provenance.
DCL-SEED-0145,E08-IMP-0145,distance_from_high_20,PRICE_RETURN,LEGACY_ENGINE08,"Price, return, gap, or price-location measurement",OHLCV,ratio,IMPLEMENTED,src/indicators.py,0.1,SMOKE_TESTED,LOW_TO_MEDIUM,AVAILABLE_NOW,BASELINE,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,OBJECTIVE_DETERMINISTIC,CALIBRATION_ACTIVE,Keep as a deterministic Data-Intake measurement with governed formula/version and provenance.
DCL-SEED-0146,E08-IMP-0146,distance_from_low_20,PRICE_RETURN,LEGACY_ENGINE08,"Price, return, gap, or price-location measurement",OHLCV,ratio,IMPLEMENTED,src/indicators.py,0.1,SMOKE_TESTED,LOW_TO_MEDIUM,AVAILABLE_NOW,BASELINE,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,OBJECTIVE_DETERMINISTIC,CALIBRATION_ACTIVE,Keep as a deterministic Data-Intake measurement with governed formula/version and provenance.
DCL-SEED-0147,E08-IMP-0147,new_high_20,PRICE_RETURN,LEGACY_ENGINE08,"Price, return, gap, or price-location measurement",OHLCV,binary,IMPLEMENTED,src/indicators.py,0.1,SMOKE_TESTED,LOW_TO_MEDIUM,AVAILABLE_NOW,BASELINE,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,OBJECTIVE_DETERMINISTIC,CALIBRATION_ACTIVE,Keep as a deterministic Data-Intake measurement with governed formula/version and provenance.
DCL-SEED-0148,E08-IMP-0148,new_low_20,PRICE_RETURN,LEGACY_ENGINE08,"Price, return, gap, or price-location measurement",OHLCV,binary,IMPLEMENTED,src/indicators.py,0.1,SMOKE_TESTED,LOW_TO_MEDIUM,AVAILABLE_NOW,BASELINE,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,OBJECTIVE_DETERMINISTIC,CALIBRATION_ACTIVE,Keep as a deterministic Data-Intake measurement with governed formula/version and provenance.
DCL-SEED-0149,E08-IMP-0149,rolling_high_50,PRICE_RETURN,LEGACY_ENGINE08,"Price, return, gap, or price-location measurement",OHLCV,price_or_price_derived,IMPLEMENTED,src/indicators.py,0.1,SMOKE_TESTED,LOW_TO_MEDIUM,AVAILABLE_NOW,BASELINE,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,OBJECTIVE_DETERMINISTIC,CALIBRATION_ACTIVE,Keep as a deterministic Data-Intake measurement with governed formula/version and provenance.
DCL-SEED-0150,E08-IMP-0150,rolling_low_50,PRICE_RETURN,LEGACY_ENGINE08,"Price, return, gap, or price-location measurement",OHLCV,price_or_price_derived,IMPLEMENTED,src/indicators.py,0.1,SMOKE_TESTED,LOW_TO_MEDIUM,AVAILABLE_NOW,BASELINE,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,OBJECTIVE_DETERMINISTIC,CALIBRATION_ACTIVE,Keep as a deterministic Data-Intake measurement with governed formula/version and provenance.
DCL-SEED-0151,E08-IMP-0151,range_position_50,MARKET_STRUCTURE,LEGACY_ENGINE08,Position relative to rolling market structure,OHLCV,ratio,IMPLEMENTED,src/indicators.py,0.1,SMOKE_TESTED,LOW_TO_MEDIUM,AVAILABLE_NOW,BASELINE,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,OBJECTIVE_DETERMINISTIC,CALIBRATION_ACTIVE,Keep as a deterministic Data-Intake measurement with governed formula/version and provenance.
DCL-SEED-0152,E08-IMP-0152,distance_from_high_50,PRICE_RETURN,LEGACY_ENGINE08,"Price, return, gap, or price-location measurement",OHLCV,ratio,IMPLEMENTED,src/indicators.py,0.1,SMOKE_TESTED,LOW_TO_MEDIUM,AVAILABLE_NOW,BASELINE,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,OBJECTIVE_DETERMINISTIC,CALIBRATION_ACTIVE,Keep as a deterministic Data-Intake measurement with governed formula/version and provenance.
DCL-SEED-0153,E08-IMP-0153,distance_from_low_50,PRICE_RETURN,LEGACY_ENGINE08,"Price, return, gap, or price-location measurement",OHLCV,ratio,IMPLEMENTED,src/indicators.py,0.1,SMOKE_TESTED,LOW_TO_MEDIUM,AVAILABLE_NOW,BASELINE,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,OBJECTIVE_DETERMINISTIC,CALIBRATION_ACTIVE,Keep as a deterministic Data-Intake measurement with governed formula/version and provenance.
DCL-SEED-0154,E08-IMP-0154,new_high_50,PRICE_RETURN,LEGACY_ENGINE08,"Price, return, gap, or price-location measurement",OHLCV,binary,IMPLEMENTED,src/indicators.py,0.1,SMOKE_TESTED,LOW_TO_MEDIUM,AVAILABLE_NOW,BASELINE,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,OBJECTIVE_DETERMINISTIC,CALIBRATION_ACTIVE,Keep as a deterministic Data-Intake measurement with governed formula/version and provenance.
DCL-SEED-0155,E08-IMP-0155,new_low_50,PRICE_RETURN,LEGACY_ENGINE08,"Price, return, gap, or price-location measurement",OHLCV,binary,IMPLEMENTED,src/indicators.py,0.1,SMOKE_TESTED,LOW_TO_MEDIUM,AVAILABLE_NOW,BASELINE,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,OBJECTIVE_DETERMINISTIC,CALIBRATION_ACTIVE,Keep as a deterministic Data-Intake measurement with governed formula/version and provenance.
DCL-SEED-0156,E08-IMP-0156,rolling_high_100,PRICE_RETURN,LEGACY_ENGINE08,"Price, return, gap, or price-location measurement",OHLCV,price_or_price_derived,IMPLEMENTED,src/indicators.py,0.1,SMOKE_TESTED,LOW_TO_MEDIUM,AVAILABLE_NOW,BASELINE,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,OBJECTIVE_DETERMINISTIC,CALIBRATION_ACTIVE,Keep as a deterministic Data-Intake measurement with governed formula/version and provenance.
DCL-SEED-0157,E08-IMP-0157,rolling_low_100,PRICE_RETURN,LEGACY_ENGINE08,"Price, return, gap, or price-location measurement",OHLCV,price_or_price_derived,IMPLEMENTED,src/indicators.py,0.1,SMOKE_TESTED,LOW_TO_MEDIUM,AVAILABLE_NOW,BASELINE,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,OBJECTIVE_DETERMINISTIC,CALIBRATION_ACTIVE,Keep as a deterministic Data-Intake measurement with governed formula/version and provenance.
DCL-SEED-0158,E08-IMP-0158,range_position_100,MARKET_STRUCTURE,LEGACY_ENGINE08,Position relative to rolling market structure,OHLCV,ratio,IMPLEMENTED,src/indicators.py,0.1,SMOKE_TESTED,LOW_TO_MEDIUM,AVAILABLE_NOW,BASELINE,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,OBJECTIVE_DETERMINISTIC,CALIBRATION_ACTIVE,Keep as a deterministic Data-Intake measurement with governed formula/version and provenance.
DCL-SEED-0159,E08-IMP-0159,distance_from_high_100,PRICE_RETURN,LEGACY_ENGINE08,"Price, return, gap, or price-location measurement",OHLCV,ratio,IMPLEMENTED,src/indicators.py,0.1,SMOKE_TESTED,LOW_TO_MEDIUM,AVAILABLE_NOW,BASELINE,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,OBJECTIVE_DETERMINISTIC,CALIBRATION_ACTIVE,Keep as a deterministic Data-Intake measurement with governed formula/version and provenance.
DCL-SEED-0160,E08-IMP-0160,distance_from_low_100,PRICE_RETURN,LEGACY_ENGINE08,"Price, return, gap, or price-location measurement",OHLCV,ratio,IMPLEMENTED,src/indicators.py,0.1,SMOKE_TESTED,LOW_TO_MEDIUM,AVAILABLE_NOW,BASELINE,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,OBJECTIVE_DETERMINISTIC,CALIBRATION_ACTIVE,Keep as a deterministic Data-Intake measurement with governed formula/version and provenance.
DCL-SEED-0161,E08-IMP-0161,new_high_100,PRICE_RETURN,LEGACY_ENGINE08,"Price, return, gap, or price-location measurement",OHLCV,binary,IMPLEMENTED,src/indicators.py,0.1,SMOKE_TESTED,LOW_TO_MEDIUM,AVAILABLE_NOW,BASELINE,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,OBJECTIVE_DETERMINISTIC,CALIBRATION_ACTIVE,Keep as a deterministic Data-Intake measurement with governed formula/version and provenance.
DCL-SEED-0162,E08-IMP-0162,new_low_100,PRICE_RETURN,LEGACY_ENGINE08,"Price, return, gap, or price-location measurement",OHLCV,binary,IMPLEMENTED,src/indicators.py,0.1,SMOKE_TESTED,LOW_TO_MEDIUM,AVAILABLE_NOW,BASELINE,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,OBJECTIVE_DETERMINISTIC,CALIBRATION_ACTIVE,Keep as a deterministic Data-Intake measurement with governed formula/version and provenance.
DCL-SEED-0163,E08-IMP-0163,rolling_high_252,PRICE_RETURN,LEGACY_ENGINE08,"Price, return, gap, or price-location measurement",OHLCV,price_or_price_derived,IMPLEMENTED,src/indicators.py,0.1,SMOKE_TESTED,LOW_TO_MEDIUM,AVAILABLE_NOW,BASELINE,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,OBJECTIVE_DETERMINISTIC,CALIBRATION_ACTIVE,Keep as a deterministic Data-Intake measurement with governed formula/version and provenance.
DCL-SEED-0164,E08-IMP-0164,rolling_low_252,PRICE_RETURN,LEGACY_ENGINE08,"Price, return, gap, or price-location measurement",OHLCV,price_or_price_derived,IMPLEMENTED,src/indicators.py,0.1,SMOKE_TESTED,LOW_TO_MEDIUM,AVAILABLE_NOW,BASELINE,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,OBJECTIVE_DETERMINISTIC,CALIBRATION_ACTIVE,Keep as a deterministic Data-Intake measurement with governed formula/version and provenance.
DCL-SEED-0165,E08-IMP-0165,range_position_252,MARKET_STRUCTURE,LEGACY_ENGINE08,Position relative to rolling market structure,OHLCV,ratio,IMPLEMENTED,src/indicators.py,0.1,SMOKE_TESTED,LOW_TO_MEDIUM,AVAILABLE_NOW,BASELINE,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,OBJECTIVE_DETERMINISTIC,CALIBRATION_ACTIVE,Keep as a deterministic Data-Intake measurement with governed formula/version and provenance.
DCL-SEED-0166,E08-IMP-0166,distance_from_high_252,PRICE_RETURN,LEGACY_ENGINE08,"Price, return, gap, or price-location measurement",OHLCV,ratio,IMPLEMENTED,src/indicators.py,0.1,SMOKE_TESTED,LOW_TO_MEDIUM,AVAILABLE_NOW,BASELINE,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,OBJECTIVE_DETERMINISTIC,CALIBRATION_ACTIVE,Keep as a deterministic Data-Intake measurement with governed formula/version and provenance.
DCL-SEED-0167,E08-IMP-0167,distance_from_low_252,PRICE_RETURN,LEGACY_ENGINE08,"Price, return, gap, or price-location measurement",OHLCV,ratio,IMPLEMENTED,src/indicators.py,0.1,SMOKE_TESTED,LOW_TO_MEDIUM,AVAILABLE_NOW,BASELINE,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,OBJECTIVE_DETERMINISTIC,CALIBRATION_ACTIVE,Keep as a deterministic Data-Intake measurement with governed formula/version and provenance.
DCL-SEED-0168,E08-IMP-0168,new_high_252,PRICE_RETURN,LEGACY_ENGINE08,"Price, return, gap, or price-location measurement",OHLCV,binary,IMPLEMENTED,src/indicators.py,0.1,SMOKE_TESTED,LOW_TO_MEDIUM,AVAILABLE_NOW,BASELINE,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,OBJECTIVE_DETERMINISTIC,CALIBRATION_ACTIVE,Keep as a deterministic Data-Intake measurement with governed formula/version and provenance.
DCL-SEED-0169,E08-IMP-0169,new_low_252,PRICE_RETURN,LEGACY_ENGINE08,"Price, return, gap, or price-location measurement",OHLCV,binary,IMPLEMENTED,src/indicators.py,0.1,SMOKE_TESTED,LOW_TO_MEDIUM,AVAILABLE_NOW,BASELINE,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,OBJECTIVE_DETERMINISTIC,CALIBRATION_ACTIVE,Keep as a deterministic Data-Intake measurement with governed formula/version and provenance.
DCL-SEED-0170,E08-PLN-0170,linear_regression_slope,TREND_GEOMETRY,LEGACY_ENGINE08,Registered objective measurement pending implementation,OHLCV_OR_BENCHMARK,TO_BE_SPECIFIED,PLANNED,UNASSIGNED,UNIMPLEMENTED,NOT_VALIDATED,TO_BE_MEASURED,IMPLEMENTATION_REQUIRED,ON_DEMAND,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,REQUIRES_FORMAL_DEFINITION,CALIBRATION_ACTIVE,"Keep concept after freezing exact deterministic formula, parameters, windowing, edge cases, null behavior, and version."
DCL-SEED-0171,E08-PLN-0171,normalized_slope,TREND_GEOMETRY,LEGACY_ENGINE08,Registered objective measurement pending implementation,OHLCV_OR_BENCHMARK,TO_BE_SPECIFIED,PLANNED,UNASSIGNED,UNIMPLEMENTED,NOT_VALIDATED,TO_BE_MEASURED,IMPLEMENTATION_REQUIRED,ON_DEMAND,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,REQUIRES_FORMAL_DEFINITION,CALIBRATION_ACTIVE,"Keep concept after freezing exact deterministic formula, parameters, windowing, edge cases, null behavior, and version."
DCL-SEED-0172,E08-PLN-0172,slope_angle,TREND_GEOMETRY,LEGACY_ENGINE08,Registered objective measurement pending implementation,OHLCV_OR_BENCHMARK,TO_BE_SPECIFIED,PLANNED,UNASSIGNED,UNIMPLEMENTED,NOT_VALIDATED,TO_BE_MEASURED,IMPLEMENTATION_REQUIRED,ON_DEMAND,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,REQUIRES_FORMAL_DEFINITION,CALIBRATION_ACTIVE,"Keep concept after freezing exact deterministic formula, parameters, windowing, edge cases, null behavior, and version."
DCL-SEED-0173,E08-PLN-0173,slope_acceleration,TREND_GEOMETRY,LEGACY_ENGINE08,Registered objective measurement pending implementation,OHLCV_OR_BENCHMARK,TO_BE_SPECIFIED,PLANNED,UNASSIGNED,UNIMPLEMENTED,NOT_VALIDATED,TO_BE_MEASURED,IMPLEMENTATION_REQUIRED,ON_DEMAND,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,REQUIRES_FORMAL_DEFINITION,CALIBRATION_ACTIVE,"Keep concept after freezing exact deterministic formula, parameters, windowing, edge cases, null behavior, and version."
DCL-SEED-0174,E08-PLN-0174,slope_curvature,TREND_GEOMETRY,LEGACY_ENGINE08,Registered objective measurement pending implementation,OHLCV_OR_BENCHMARK,TO_BE_SPECIFIED,PLANNED,UNASSIGNED,UNIMPLEMENTED,NOT_VALIDATED,TO_BE_MEASURED,IMPLEMENTATION_REQUIRED,ON_DEMAND,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,REQUIRES_FORMAL_DEFINITION,CALIBRATION_ACTIVE,"Keep concept after freezing exact deterministic formula, parameters, windowing, edge cases, null behavior, and version."
DCL-SEED-0175,E08-PLN-0175,trend_smoothness,TREND_GEOMETRY,LEGACY_ENGINE08,Registered objective measurement pending implementation,OHLCV_OR_BENCHMARK,TO_BE_SPECIFIED,PLANNED,UNASSIGNED,UNIMPLEMENTED,NOT_VALIDATED,TO_BE_MEASURED,IMPLEMENTATION_REQUIRED,ON_DEMAND,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,REQUIRES_FORMAL_DEFINITION,CALIBRATION_ACTIVE,"Keep concept after freezing exact deterministic formula, parameters, windowing, edge cases, null behavior, and version."
DCL-SEED-0176,E08-PLN-0176,trend_fragmentation,TREND_GEOMETRY,LEGACY_ENGINE08,Registered objective measurement pending implementation,OHLCV_OR_BENCHMARK,TO_BE_SPECIFIED,PLANNED,UNASSIGNED,UNIMPLEMENTED,NOT_VALIDATED,TO_BE_MEASURED,IMPLEMENTATION_REQUIRED,ON_DEMAND,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,REQUIRES_FORMAL_DEFINITION,CALIBRATION_ACTIVE,"Keep concept after freezing exact deterministic formula, parameters, windowing, edge cases, null behavior, and version."
DCL-SEED-0177,E08-PLN-0177,trend_persistence,TREND_GEOMETRY,LEGACY_ENGINE08,Registered objective measurement pending implementation,OHLCV_OR_BENCHMARK,TO_BE_SPECIFIED,PLANNED,UNASSIGNED,UNIMPLEMENTED,NOT_VALIDATED,TO_BE_MEASURED,IMPLEMENTATION_REQUIRED,ON_DEMAND,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,REQUIRES_FORMAL_DEFINITION,CALIBRATION_ACTIVE,"Keep concept after freezing exact deterministic formula, parameters, windowing, edge cases, null behavior, and version."
DCL-SEED-0178,E08-PLN-0178,moving_average_alignment,TREND_GEOMETRY,LEGACY_ENGINE08,Registered objective measurement pending implementation,OHLCV_OR_BENCHMARK,TO_BE_SPECIFIED,PLANNED,UNASSIGNED,UNIMPLEMENTED,NOT_VALIDATED,TO_BE_MEASURED,IMPLEMENTATION_REQUIRED,ON_DEMAND,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,REQUIRES_FORMAL_DEFINITION,CALIBRATION_ACTIVE,"Keep concept after freezing exact deterministic formula, parameters, windowing, edge cases, null behavior, and version."
DCL-SEED-0179,E08-PLN-0179,moving_average_spacing,TREND_GEOMETRY,LEGACY_ENGINE08,Registered objective measurement pending implementation,OHLCV_OR_BENCHMARK,TO_BE_SPECIFIED,PLANNED,UNASSIGNED,UNIMPLEMENTED,NOT_VALIDATED,TO_BE_MEASURED,IMPLEMENTATION_REQUIRED,ON_DEMAND,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,REQUIRES_FORMAL_DEFINITION,CALIBRATION_ACTIVE,"Keep concept after freezing exact deterministic formula, parameters, windowing, edge cases, null behavior, and version."
DCL-SEED-0180,E08-PLN-0180,moving_average_compression,TREND_GEOMETRY,LEGACY_ENGINE08,Registered objective measurement pending implementation,OHLCV_OR_BENCHMARK,TO_BE_SPECIFIED,PLANNED,UNASSIGNED,UNIMPLEMENTED,NOT_VALIDATED,TO_BE_MEASURED,IMPLEMENTATION_REQUIRED,ON_DEMAND,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,REQUIRES_FORMAL_DEFINITION,CALIBRATION_ACTIVE,"Keep concept after freezing exact deterministic formula, parameters, windowing, edge cases, null behavior, and version."
DCL-SEED-0181,E08-PLN-0181,moving_average_expansion,TREND_GEOMETRY,LEGACY_ENGINE08,Registered objective measurement pending implementation,OHLCV_OR_BENCHMARK,TO_BE_SPECIFIED,PLANNED,UNASSIGNED,UNIMPLEMENTED,NOT_VALIDATED,TO_BE_MEASURED,IMPLEMENTATION_REQUIRED,ON_DEMAND,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,REQUIRES_FORMAL_DEFINITION,CALIBRATION_ACTIVE,"Keep concept after freezing exact deterministic formula, parameters, windowing, edge cases, null behavior, and version."
DCL-SEED-0182,E08-PLN-0182,atr_historical_percentile,VOLATILITY_STRUCTURE,LEGACY_ENGINE08,Registered objective measurement pending implementation,OHLCV_OR_BENCHMARK,TO_BE_SPECIFIED,PLANNED,UNASSIGNED,UNIMPLEMENTED,NOT_VALIDATED,TO_BE_MEASURED,IMPLEMENTATION_REQUIRED,ON_DEMAND,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,REQUIRES_FORMAL_DEFINITION,CALIBRATION_ACTIVE,"Keep concept after freezing exact deterministic formula, parameters, windowing, edge cases, null behavior, and version."
DCL-SEED-0183,E08-PLN-0183,realized_volatility_percentile,VOLATILITY_STRUCTURE,LEGACY_ENGINE08,Registered objective measurement pending implementation,OHLCV_OR_BENCHMARK,TO_BE_SPECIFIED,PLANNED,UNASSIGNED,UNIMPLEMENTED,NOT_VALIDATED,TO_BE_MEASURED,IMPLEMENTATION_REQUIRED,ON_DEMAND,CONTEMPORANEOUS,CONTEMPORANEOUS_FACT,INPUT_ELIGIBLE,REQUIRES_FORMAL_DEFINITION,CALIBRATION_ACTIVE,"Keep concept after freezing exact deterministic formula, parameters, windowing, edge cases, null behavior, and version."
